"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"TCGA-CQ-5329-01A",0.00177002808652555,0,0.0166906235843702,0.0896692599415131,0.0890345709169686,0.000269086367997159,0.00426527217457503,0,0,0.79830115892805
"TCGA-H7-8502-01A",0,0.000329790898921428,0.0122378686153971,0.0174198379821147,0,0.000103620905777992,0.000186409295603411,0,0.00693630519945882,0.962786167102727
"TCGA-CN-6989-01A",0,0,0.0116851476800267,0.17813572805458,0.138879632620849,0.000228066657084643,0.0366133987717292,0,0,0.634458026215731
"TCGA-CN-5360-01A",0.0139572898702831,0,0.0399100958055274,0.0668872008605055,0.207708061953027,5.93930109377604e-05,0.0591859102741134,0.0820488387912361,0,0.53024320943437
"TCGA-CV-7097-11A",0.00944113285611845,0,0.0430282111912939,0.224808029941251,0.0709826578935147,0.00106268673175887,0.514744896054824,0.108069229303138,0,0.0278631560281017
"TCGA-CV-7429-01A",2.16710920051114e-05,0,0.0432451815400712,0.149315102488773,0.0476851122854638,5.57586395658432e-05,0.0128090733036075,0,0.00760255022088861,0.739265550429625
"TCGA-H7-A6C4-01A",0.00224557751855218,0.000903376126619955,0.0136906478234849,0.00565416891574283,0.00360459848439687,0.0012778720988441,0.0776071599578285,0,0.00630139958512451,0.888715199489406
"TCGA-BA-5153-01A",0.0147108747635239,0.00242754389158049,0.0438273353408855,0.0472072753740177,0.206356983409382,0.0002954354258796,3.17131336959608e-05,0.0138081111967265,0,0.671334727464308
"TCGA-BB-8596-01A",0.00025287112452877,0,0.0419350052906687,0.221195146254216,0.102131641412942,0.00047749553733227,0.0133491075597394,0.085054729099014,0,0.535604003721559
"TCGA-CR-7369-01A",0.0036993455089332,0,0.0134669550711901,0.034182845979632,0.0100883719975181,0.00111868161295439,0.000373285115536036,0,0.0100950900124348,0.926975424701801
"TCGA-CQ-7071-01A",0.0015834780126414,0,0.00898623030163926,0.013958283644322,0.0206533154226196,8.7092000570944e-05,0,0,0.00177247335973117,0.952959127258476
"TCGA-BA-A6DB-01A",0.00160127068702806,0.00395117911263299,0.04017894107468,0.0315584136145701,0.0706752902571514,0.00120672635865946,0.110860829401737,0,0.00159815344757086,0.73836919604597
"TCGA-CV-A6K1-01A",5.29824494100165e-05,2.00649703407998e-05,0.0106138453195972,0.0127716498323742,0.00212026428558084,9.07119231167959e-05,5.13615907632478e-05,0,0.000736870999799526,0.973542248629018
"TCGA-MT-A51X-01A",0.000437481563716043,0,0.00994261606440086,0.023434018877118,7.99024653382128e-06,0.000233094493307604,0.00521314350838572,0,0.00397497391516583,0.956756681331372
"TCGA-4P-AA8J-01A",0.00465028557607115,0,0.0239017469526796,0.192096132663175,0.0398511926309647,0.00031087379384702,0.0241450199485299,0,0,0.715044748434733
"TCGA-CV-5439-01A",0.000375809227028541,0,0.0129207971642146,7.97672157011714e-05,0.0210543711069551,7.98706540273576e-05,3.03033339288695e-05,0,0,0.965459081298144
"TCGA-BA-A4IF-01A",0.000251576202330787,0.000101615211295973,0.0124123552369751,0.0349525557935349,0,0,0.00967175245179986,0.0182549236139448,0.0018798721898683,0.92247534930025
"TCGA-D6-A4Z9-01A",0.000927601317229318,0,0.0161128214628393,0.0070725313535684,0.000189936722186257,0.000177036463755093,0.00554900148878711,0,0.00190595648609311,0.968065114705541
"TCGA-CV-7437-01A",0.000556765050722267,0,0.00498273981268438,0.0207380857789316,0,9.51227507162406e-05,5.70849097861378e-06,0,0,0.973621578115967
"TCGA-CR-6484-01A",0.00867203257647214,0.000315217639117931,0.0264967128283778,0.0616101697497757,0.203932633143354,0.000394753933749336,2.56731102378302e-05,0,0,0.698552807018916
"TCGA-CV-7245-01A",0,0,0.00925359747624013,0.0190854996441501,0.000797630039261583,0.000497237490852753,6.38048232812829e-05,0,0.00219990554842059,0.968102324977793
"TCGA-CQ-5327-01A",0.000532203465215373,0,0.0149975902358296,0.0101634768035776,0.0614838005508346,8.87173958279936e-05,0.00598940491516291,0,0,0.906744806633552
"TCGA-DQ-7588-01A",0,0,0.00249779890983591,0.00240014898553326,0,9.51111680190462e-06,1.65761497772043e-05,0,2.76700390365526e-05,0.995048294799015
"TCGA-CR-7373-01A",0.00460858617673966,0,0.0155406246436804,0.0233630688850157,0.064640880087576,8.34959298929947e-05,0,0,0,0.891763344277095
"TCGA-CX-7085-01A",0.0172173720643818,0,0.0269072835603139,0.120672713677841,0.110312090262489,0.000430723824368824,0.0369817750605192,0,0.000306527555261208,0.687171513994825
"TCGA-F7-A50J-01A",0.000344024797711241,0.000872460302667943,0.00708964802416448,0.0132311316645266,0.00161701688373405,0.000157195276109066,0.000567444010956496,0,0.00680111204246177,0.969319966997668
"TCGA-CQ-6228-01A",0.00174808660572759,0.000310961903900292,0.0131996250880879,0.046970803193658,0.00979089384949984,0.000124036332938942,5.68302665012501e-05,0,0.0021449934737556,0.925653769285931
"TCGA-CQ-6222-01A",0,0,0.0125204005366843,0.0229201396248484,0.105194576332437,0,0.297600101092373,0,0,0.561764782413657
"TCGA-IQ-7630-01A",0,0,0.00621074048735396,0.0453725388274656,0.0119409832980484,8.62460331154128e-05,0.000234102960839739,0,0.00482724112239128,0.931328147270786
"TCGA-CV-7103-11A",0,0,0.0363072586097092,0.00942777938568081,0.0106408455850895,0.000298678854458155,0.0711101420067901,0.00331039200598655,0,0.868904903552286
"TCGA-D6-A6EP-01A",0.0146039920772756,0,0.0939965729739607,0.405019893317569,0.0538808530584893,6.34137512333646e-05,0.003228813875494,0,0,0.429206460945978
"TCGA-CV-7250-11A",0.000367698647192461,0.000967366431086897,0.0187044851082448,0.00435152776126043,0.0582941840650113,6.30322021579961e-05,0.46958803296762,0,0,0.447663672817426
"TCGA-D6-6825-01A",0.000709029662044657,0.00234549573421358,0.0250314953444623,0.0255180389429707,0.0748231080121045,0.000483489845279093,0.00706243564147929,0,0,0.864026906817446
"TCGA-CV-5432-01A",0.00376723168323693,0,0.0141340306526887,0.0102024320393479,0.00868506892132992,0.000620755091283159,0.00177380581792118,0.00389628314861529,0,0.956920392645577
